file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_200082.json,4,0.8516428,70.349884,297.376,221.70543,297.376,221.70543,398.73447,70.349884,398.73447
test_200082.json,4,0.6602541,138.54004,321.79736,209.29,321.79736,209.29,382.51443,138.54004,382.51443
test_200083.json,3,0.9609901,377.44885,369.67603,434.36002,369.67603,434.36002,465.60568,377.44885,465.60568
test_200084.json,1,0.05815094,125.24895,285.03043,206.97722,285.03043,206.97722,340.9585,125.24895,340.9585
test_200084.json,2,0.8970469,132.82271,231.15929,222.75688,231.15929,222.75688,330.52756,132.82271,330.52756
test_200085.json,1,0.9679459,32.729374,108.535965,142.41356,108.535965,142.41356,243.2691,32.729374,243.2691
test_200085.json,1,0.35462984,415.9557,430.58466,520.0933,430.58466,520.0933,537.64136,415.9557,537.64136
test_200086.json,1,0.9979158,31.948229,133.06952,212.55191,133.06952,212.55191,323.212,31.948229,323.212
test_200087.json,4,0.9969119,431.137,281.29297,508.66202,281.29297,508.66202,343.53488,431.137,343.53488
test_200088.json,1,0.88673615,356.46994,329.013,544.8617,329.013,544.8617,536.1941,356.46994,536.1941
test_200088.json,1,0.8839322,299.3979,50.020508,441.62503,50.020508,441.62503,171.49803,299.3979,171.49803
test_200088.json,1,0.29442084,408.42706,152.9522,543.84204,152.9522,543.84204,298.4251,408.42706,298.4251
test_200089.json,1,0.99042916,97.45192,329.0053,263.76602,329.0053,263.76602,460.92612,97.45192,460.92612
test_200090.json,1,0.8941226,287.82886,434.55215,444.0606,434.55215,444.0606,543.3681,287.82886,543.3681
test_200090.json,1,0.36762756,77.62701,389.93884,241.18845,389.93884,241.18845,539.92523,77.62701,539.92523
test_200090.json,2,0.119350635,74.20766,387.17288,261.91928,387.17288,261.91928,541.59644,74.20766,541.59644
test_200090.json,3,0.554712,193.91565,291.49582,245.13242,291.49582,245.13242,336.42288,193.91565,336.42288
test_200091.json,4,0.79528743,61.206966,115.76004,149.71565,115.76004,149.71565,233.65509,61.206966,233.65509
test_200091.json,4,0.7496539,235.28842,111.49804,359.09973,111.49804,359.09973,200.86209,235.28842,200.86209
test_200091.json,4,0.28134298,58.27909,76.061455,366.18463,76.061455,366.18463,247.60811,58.27909,247.60811
test_200091.json,4,0.12775546,41.62917,299.65277,91.84974,299.65277,91.84974,351.02686,41.62917,351.02686
test_200091.json,4,0.12665294,163.44412,211.5849,267.00153,211.5849,267.00153,264.06192,163.44412,264.06192
test_200092.json,4,0.9685818,132.05998,200.82349,228.81674,200.82349,228.81674,267.41162,132.05998,267.41162
test_200093.json,1,0.7926029,151.75395,399.2793,215.74442,399.2793,215.74442,469.05093,151.75395,469.05093
test_200093.json,1,0.37099078,73.27566,238.60295,125.02976,238.60295,125.02976,288.40494,73.27566,288.40494
test_200093.json,1,0.33884916,259.74963,445.77252,360.71188,445.77252,360.71188,542.27905,259.74963,542.27905
test_200093.json,1,0.05107003,76.70854,447.72702,153.49515,447.72702,153.49515,535.0696,76.70854,535.0696
test_200093.json,3,0.16594936,80.051865,244.78622,121.17252,244.78622,121.17252,282.80807,80.051865,282.80807
test_200093.json,4,0.3743738,340.45978,292.2924,412.98297,292.2924,412.98297,359.75095,340.45978,359.75095
test_200094.json,1,0.99340546,179.65443,183.4948,466.06192,183.4948,466.06192,435.26572,179.65443,435.26572
test_200094.json,2,0.9993511,330.6928,37.4328,495.4451,37.4328,495.4451,195.80028,330.6928,195.80028
test_200095.json,1,0.94758534,33.367382,272.32138,112.815575,272.32138,112.815575,380.7442,33.367382,380.7442
test_200095.json,1,0.75261825,357.04373,374.00745,455.1159,374.00745,455.1159,503.97253,357.04373,503.97253
test_200096.json,1,0.9731897,41.3181,84.37827,132.90337,84.37827,132.90337,194.80704,41.3181,194.80704
test_200096.json,1,0.08203377,113.34704,428.1923,216.53218,428.1923,216.53218,494.2503,113.34704,494.2503
test_200097.json,1,0.06841419,472.76123,290.0894,544.4474,290.0894,544.4474,435.3768,472.76123,435.3768
test_200097.json,2,0.78229266,462.972,290.7848,545.372,290.7848,545.372,466.42368,462.972,466.42368
test_200098.json,1,0.72263867,132.15097,128.20926,455.19162,128.20926,455.19162,534.953,132.15097,534.953
test_200098.json,1,0.17484473,268.77527,110.395775,369.7959,110.395775,369.7959,220.56856,268.77527,220.56856
test_200098.json,2,0.96935713,126.69414,71.043564,498.16278,71.043564,498.16278,541.25397,126.69414,541.25397
test_200099.json,4,0.9435264,254.23425,392.9303,480.69138,392.9303,480.69138,538.9658,254.23425,538.9658
test_200100.json,4,0.99762696,267.56213,351.15033,337.1002,351.15033,337.1002,401.4475,267.56213,401.4475
test_200100.json,4,0.06143931,134.3087,87.27521,167.83821,87.27521,167.83821,133.82965,134.3087,133.82965
test_200101.json,2,0.9994843,93.049706,0.76934814,229.23814,0.76934814,229.23814,91.33875,93.049706,91.33875
test_200102.json,1,0.99483806,33.247566,198.01932,191.61906,198.01932,191.61906,358.99902,33.247566,358.99902
test_200102.json,4,0.9623335,105.54211,270.14395,182.51157,270.14395,182.51157,333.68488,105.54211,333.68488
test_200103.json,2,0.9998903,289.61356,96.2068,506.4541,96.2068,506.4541,288.5428,289.61356,288.5428
test_200104.json,3,0.9991874,50.81746,37.469173,116.032486,37.469173,116.032486,94.37645,50.81746,94.37645
test_200104.json,3,0.99756765,202.03491,86.42262,233.81955,86.42262,233.81955,152.6956,202.03491,152.6956
test_200105.json,1,0.9938443,203.00238,436.1058,453.2334,436.1058,453.2334,543.8491,203.00238,543.8491
test_200105.json,1,0.95859253,448.70187,308.17145,543.3596,308.17145,543.3596,420.5454,448.70187,420.5454
test_200106.json,1,0.84933126,304.11285,100.48847,440.90207,100.48847,440.90207,210.55553,304.11285,210.55553
test_200106.json,1,0.12496448,130.47197,106.1571,246.76126,106.1571,246.76126,207.6847,130.47197,207.6847
test_200106.json,3,0.50156325,434.1308,149.91812,514.14246,149.91812,514.14246,247.10872,434.1308,247.10872
test_200107.json,1,0.96770257,33.111805,158.15843,183.08485,158.15843,183.08485,347.38782,33.111805,347.38782
test_200108.json,1,0.9954709,280.11166,41.107487,540.7386,41.107487,540.7386,492.02106,280.11166,492.02106
test_200109.json,3,0.98478335,476.44577,244.49219,541.89374,244.49219,541.89374,302.469,476.44577,302.469
test_200109.json,4,0.71006674,343.60358,93.117355,384.41916,93.117355,384.41916,123.84432,343.60358,123.84432
test_200110.json,4,0.94250846,326.72345,262.3769,394.4106,262.3769,394.4106,313.04358,326.72345,313.04358
test_200111.json,3,0.965005,123.85041,0.45033365,176.84164,0.45033365,176.84164,71.79525,123.85041,71.79525
test_200111.json,3,0.8945984,123.3434,44.991505,154.17157,44.991505,154.17157,137.66599,123.3434,137.66599
test_200112.json,1,0.9431801,206.88574,344.9583,242.89499,344.9583,242.89499,386.18536,206.88574,386.18536
test_200113.json,1,0.9823167,227.94409,432.93658,313.21243,432.93658,313.21243,517.45886,227.94409,517.45886
test_200114.json,1,0.98409027,96.37861,217.14388,200.84221,217.14388,200.84221,332.1423,96.37861,332.1423
test_200115.json,3,0.99820733,153.11617,80.63388,197.69667,80.63388,197.69667,113.417816,153.11617,113.417816
test_200116.json,1,0.9781983,294.52966,350.31625,401.86224,350.31625,401.86224,459.2775,294.52966,459.2775
test_200116.json,1,0.9652154,363.18286,219.83528,452.7987,219.83528,452.7987,314.49783,363.18286,314.49783
test_200117.json,1,0.5103332,440.72134,251.28947,518.5841,251.28947,518.5841,330.54633,440.72134,330.54633
test_200117.json,4,0.63663304,441.41104,252.6342,517.99005,252.6342,517.99005,330.3785,441.41104,330.3785
test_200118.json,3,0.8587304,316.07986,254.12137,386.91544,254.12137,386.91544,307.28384,316.07986,307.28384
test_200118.json,3,0.59333414,158.03525,81.34191,212.9468,81.34191,212.9468,147.30135,158.03525,147.30135
test_200119.json,1,0.09729974,27.868477,56.842255,522.54535,56.842255,522.54535,309.4772,27.868477,309.4772
test_200119.json,4,0.84521616,302.26855,35.318325,445.64072,35.318325,445.64072,108.32078,302.26855,108.32078
test_200119.json,4,0.18216144,406.00677,68.55084,468.6834,68.55084,468.6834,146.39626,406.00677,146.39626
test_200119.json,4,0.14837408,294.03088,145.81915,379.61386,145.81915,379.61386,192.92407,294.03088,192.92407
test_200120.json,1,0.9285178,103.02131,387.65176,251.61136,387.65176,251.61136,530.28314,103.02131,530.28314
test_200120.json,1,0.40565202,38.91184,301.4873,252.51848,301.4873,252.51848,533.52594,38.91184,533.52594
test_200120.json,1,0.3200969,31.853981,297.8,135.57004,297.8,135.57004,480.81024,31.853981,480.81024
test_200120.json,1,0.106761105,273.33054,358.29053,543.1896,358.29053,543.1896,540.0547,273.33054,540.0547
test_200121.json,1,0.99701583,126.406456,178.45421,540.24866,178.45421,540.24866,533.4478,126.406456,533.4478
test_200121.json,4,0.9519592,190.88187,457.54904,235.4928,457.54904,235.4928,493.67346,190.88187,493.67346
test_200121.json,4,0.7012772,406.8647,180.14958,455.98395,180.14958,455.98395,210.60025,406.8647,210.60025
test_200122.json,4,0.9929108,385.24384,283.09882,514.5493,283.09882,514.5493,411.56842,385.24384,411.56842
test_200123.json,1,0.96553826,209.14716,56.243256,314.74652,56.243256,314.74652,211.77786,209.14716,211.77786
test_200124.json,3,0.95525295,188.14459,259.19745,266.96573,259.19745,266.96573,345.60297,188.14459,345.60297
test_200124.json,3,0.7211073,344.13034,408.854,444.72467,408.854,444.72467,512.83795,344.13034,512.83795
test_200124.json,3,0.33972788,236.59073,99.50502,297.40274,99.50502,297.40274,154.79669,236.59073,154.79669
test_200125.json,1,0.882637,221.41632,382.60065,290.11813,382.60065,290.11813,446.60144,221.41632,446.60144
test_200125.json,4,0.058881164,227.65305,386.19244,287.16327,386.19244,287.16327,441.16083,227.65305,441.16083
test_200126.json,4,0.9240025,251.27922,285.4639,288.6342,285.4639,288.6342,327.37582,251.27922,327.37582
test_200127.json,1,0.8964659,127.95212,343.58313,219.49342,343.58313,219.49342,436.16992,127.95212,436.16992
test_200128.json,1,0.9683049,436.35306,217.40308,516.9477,217.40308,516.9477,317.84174,436.35306,317.84174
test_200129.json,4,0.41442245,276.57767,191.54561,437.48145,191.54561,437.48145,333.93597,276.57767,333.93597
test_200129.json,4,0.103375085,41.8257,200.84698,427.7965,200.84698,427.7965,358.0814,41.8257,358.0814
test_200130.json,4,0.9779146,44.100662,206.30164,262.27893,206.30164,262.27893,303.42325,44.100662,303.42325
test_200130.json,4,0.06732256,191.86203,134.4368,279.7165,134.4368,279.7165,204.3129,191.86203,204.3129
test_200131.json,1,0.98859775,370.84686,32.88481,508.76926,32.88481,508.76926,196.51009,370.84686,196.51009
test_200131.json,1,0.96647745,36.57647,41.37549,230.21538,41.37549,230.21538,212.20457,36.57647,212.20457
test_200131.json,1,0.07309296,348.6694,168.17361,547.4935,168.17361,547.4935,362.1416,348.6694,362.1416
test_200131.json,4,0.9363419,61.662785,144.01546,110.856895,144.01546,110.856895,202.59831,61.662785,202.59831
test_200131.json,4,0.094773516,498.0953,175.33331,542.854,175.33331,542.854,266.16357,498.0953,266.16357
test_200131.json,4,0.057945766,399.63174,244.13853,471.87726,244.13853,471.87726,278.789,399.63174,278.789
test_200132.json,2,0.9970611,149.81627,127.95598,260.07538,127.95598,260.07538,223.70137,149.81627,223.70137
test_200133.json,4,0.92624456,426.8915,169.91206,542.97473,169.91206,542.97473,320.94098,426.8915,320.94098
test_200133.json,4,0.2051333,315.46198,35.706993,470.2533,35.706993,470.2533,132.0951,315.46198,132.0951
test_200134.json,1,0.99742055,209.39093,30.926346,540.79156,30.926346,540.79156,235.65625,209.39093,235.65625
test_200134.json,4,0.99589586,70.91321,297.1647,123.20396,297.1647,123.20396,390.2864,70.91321,390.2864
test_200135.json,2,0.9950848,195.15703,35.935738,312.8279,35.935738,312.8279,161.80592,195.15703,161.80592
